개방서비스명,상세영업상태명,도로명전체주소,도로명우편번호,사업장명,좌표정보x,좌표정보y
물류창고업체,영업중,전라남도 해남군 문내면 명량로 837,536-874,영농조합법인해남대명유통,142076.8211,120647.3111
물류창고업체,영업중,전라남도 목포시 대양산단로149번길 41 (대양동),58600,쿠팡로지스틱스서비스(유),145047.5703,148768.0245
물류창고업체,영업중,"인천광역시 강화군 하점면 강화서로 579, ES강화농산",23016,(주)ES강화농산,145788.9157,471652.0259
물류창고업체,영업중,전라남도 영암군 삼호읍 대불로 629,58448,(주)동방 목포지사,146685.2892,141941.677
물류창고업체,영업중,전라남도 무안군 삼향읍 영산로 1322-8,58558,쿠팡로지스틱스서비스 유한회사,147498.6264,153297.1727
물류창고업체,영업중,전라남도 무안군 삼향읍 영산로 990,534-822,삼성전자로지텍(주),147614.9203,150325.4269
물류창고업체,영업중,전라남도 영암군 삼호읍 대불역로 133,58448,(주)동방목포지사,148457.4089,142216.8279
물류창고업체,영업중,충청남도 서산시 지곡면 왕산이로 56-23,31919,(주)협신통운,149097.1341,373683.9354
물류창고업체,영업중,전라남도 영광군 홍농읍 연우로6길 56,513-884,굴비골농협,149208.6497,210218.1293
물류창고업체,영업중,충청남도 서산시 지곡면 한새지1길 42,,(주)한국물류SKK,150357.3874,376624.5346
물류창고업체,영업중,충청남도 서산시 대산읍 충의로 2785,31904,인슐레이션 주식회사,150371.7684,388441.3844
물류창고업체,영업중,전라남도 무안군 삼향읍 삼일로 138,58563,주식회사 엘엑스판토스,150940.3381,148545.1847
물류창고업체,영업중,충청남도 서산시 성연면 성연4로 197-40,31931,대현산업,151171.026,370398.1514
물류창고업체,영업중,"인천광역시 중구 공항동로295번길 77-45, 외항사화물터미널 C동 43,44,45,46 게이트호 (운서동)",22381,코스모항운(주),152176.5173,440651.4005
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 98-114 (운서동, 삼성전자로지텍 B2)",400-340,삼성전자로지텍(주),152264.1381,437747.2927
물류창고업체,영업중,"인천광역시 중구 자유무역로 242, PNS 인천공항 물류센터 (운서동)",22379,(주)피앤에스네트웍스,153182.5435,442883.028
물류창고업체,영업중,인천광역시 중구 자유무역로 228 (운서동),22379,(주)쉥커코리아,153222.0629,443058.0817
물류창고업체,영업중,"인천광역시 중구 자유무역로 232, 한진 지디씨물류센터 (운서동)",22379,(주)한진,153280.8993,442974.0461
물류창고업체,영업중,인천광역시 중구 자유무역로 259 (운서동),22379,(주)이룸로지스틱스,153292.0776,442732.8075
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 97-49, 인천국제공항자유무역지역 G4동 (운서동)",22379,(주)하나로티앤에스,153521.4398,442333.1376
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 97-49 (운서동, 자유무역지역 공항물류단지 G3블럭)",400-340,(주)쉥커코리아,153521.4398,442333.1376
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 98-30 (운서동, (주)범한판토스)",22379,(주)엘엑스판토스,153897.0878,441967.4209
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 171, 에이엠비 에프4-1,2동 (운서동)",22379,(주)피엔엘,153897.3885,442526.6842
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 171, AMB항공화물창고 F1-4 (운서동)",22379,(주)쉥커코리아,153897.3885,442526.6842
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 171, 에이엠비 F동 3-4,5호 (운서동)",22379,퀴네앤드나겔(주),153897.3885,442526.6842
물류창고업체,영업중,충청남도 서산시 남부순환로 161 (장동),32011,(주)한진,154022.7196,360260.1358
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 98-114, B1블럭동 A209호 (운서동, 자유무역지역 공항물류단지 )",400-340,씨제이대한통운(주),154030.4149,441789.4199
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 98-114, 인천국제공항자유무역지역 B1블럭동 B201,B202호 (운서동)",22379,(주)공성로지스틱스,154030.4149,441789.4199
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 98-114, C동 202, 203호 (운서동, 공항물류단지-인천국제물류센터)",400-340,(주)익스피다이터스코리아,154030.4149,441789.4199
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 98-114, 인천국제공항자유무역지역 (운서동)",22379,(주)케이더블유이코리아,154030.4149,441789.4199
물류창고업체,영업중,"인천광역시 중구 자유무역로107번길 25, 은산해운항공 인천물류센터 D동 1블럭호 (운서동)",22379,(주)동양로직스,154081.5168,442716.6356
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 146 (운서동, 아이벡스로지텍)",22379,한국일본통운(주),154185.3535,442511.473
물류창고업체,영업중,"인천광역시 중구 자유무역로 25, C6블럭 창고동 2층 (운서동)",22379,(주)세인티앤엘,154191.0282,442182.5942
물류창고업체,영업중,"인천광역시 중구 자유무역로 25, 동관3층 G3-5호 (운서동)",22379,(주)벡스,154191.0282,442182.5942
물류창고업체,영업중,인천광역시 중구 자유무역로 95 (운서동),22379,(주)쉥커코리아,154196.9184,442759.3841
물류창고업체,영업중,"인천광역시 중구 공항동로296번길 146-2 (운서동, 현대로지스틱스)",22379,롯데글로벌로지스(주),154238.4984,442364.5517
물류창고업체,영업중,인천광역시 중구 자유무역로 67 (운서동),22379,롯데글로벌로지스(주) 공항사무소C3 창고,154241.5752,442448.3617
물류창고업체,영업중,충청남도 서산시 남부순환로 15 (수석동),32011,씨제이대한통운(주),154886.3453,361415.2048
물류창고업체,영업중,충청남도 서산시 성연면 명천1길 175,356-853,현대중부터미널(주),155210.3444,370342.1058
물류창고업체,영업중,"인천광역시 중구 영종순환로900번길 30, 5층 (운북동)",22362,주식회사 무신사로지스틱스,155535.5956,445496.0097
물류창고업체,영업중,"인천광역시 중구 영종순환로900번길 30, 아레나스 영종물류센터 3층 (운북동)",22362,트랙스로지스코리아(주),155535.5956,445496.0097
물류창고업체,영업중,"인천광역시 중구 영종순환로900번길 30, 아레나스영종물류센터 5층 A4호 (운북동)",22362,(주)에이씨티앤코아물류,155535.5956,445496.0097
물류창고업체,영업중,"인천광역시 중구 영종순환로900번길 30, B13, B14동 4층 (운북동)",22362,(주)에이치에스엘엔씨,155535.5956,445496.0097
물류창고업체,영업중,"인천광역시 중구 영종순환로900번길 30, 5층 (운북동)",22362,(주)엘엑스판토스,155535.5956,445496.0097
물류창고업체,영업중,인천광역시 중구 영종순환로900번길 30 (운북동),22362,에스에프익스프레스코리아(주),155535.5956,445496.0097
물류창고업체,영업중,"인천광역시 강화군 길상면 길상로 197, BGF로지스강화점",23049,(주)비지에프로지스,156028.3355,459251.3892
물류창고업체,영업중,충청남도 서산시 음암면 석동로 455,31935,주식회사 하나,156502.8217,370088.7408
물류창고업체,영업중,충청남도 서산시 고북면 고북1로 404-10,32026,에스엘물류서산,158223.8409,352906.6582
물류창고업체,영업중,전라남도 해남군 삼산면 해남화산로 526,536-813,해남군수산업협동조합(원진),158893.4877,113647.6784
물류창고업체,영업중,"전북특별자치도 군산시 자유무역로 273, 지씨에스주식회사 (오식도동)",54001,지씨에스주식회사,158998.7277,274377.4016
물류창고업체,영업중,충청남도 서산시 음암면 탑곡고양동1길 5,31937,쿠팡로지스틱스서비스 유한회사,159226.2478,366336.5884
물류창고업체,영업중,전북특별자치도 군산시 무역로 87 (오식도동),573-540,동원로엑스(주),159671.9195,272559.1216
물류창고업체,영업중,전북특별자치도 군산시 산단남북로 133 (오식도동),54002,유한회사 블루팩토리,160289.6507,273111.4659
물류창고업체,영업중,전북특별자치도 군산시 산단남북로 126 (주)퓨텍 (오식도동),54002,정수유통(주) KD텍2사업부,160462.4875,273056.0318
물류창고업체,영업중,"전북특별자치도 군산시 가도로 144, 이스턴물류 (소룡동)",54004,케이엔피로지스 주식회사,160999.1642,273296.539
물류창고업체,영업중,충청남도 홍성군 갈산면 갈산로 227-67,32201,신성냉동산업,161137.2539,344875.1176
물류창고업체,영업중,전북특별자치도 군산시 외항로 928 (소룡동),573-879,(주)한진,161224.8587,272925.1648
물류창고업체,영업중,전라남도 영광군 대마면 전기차로 126,57055,(주)푸르내 영광지점,161397.1773,198635.5139
물류창고업체,영업중,"전북특별자치도 군산시 외항로 885, 주식회사 태명산업 (오식도동)",54004,주식회사 태명산업,161655.0715,272798.1469
물류창고업체,영업중,"전북특별자치도 군산시 외항로 881, 씨엔제이로지스(주) (오식도동)",54004,씨엔제이로지스(주),161678.5771,272726.3407
물류창고업체,영업중,전라남도 해남군 해남읍 땅끝대로 141,536-804,해남군수산업협동조합(안동),161774.5718,117684.5847
물류창고업체,영업중,전북특별자치도 군산시 산단동서로 44-12 (오식도동),54004,유한회사대현바이오,161902.7549,272494.2754
물류창고업체,영업중,전북특별자치도 군산시 산단동서로 44-8 (오식도동),54004,대신로지스틱스(주),161907.1835,272430.0511
물류창고업체,영업중,"전북특별자치도 군산시 외항로 839 (소룡동, 외 오식도동 813-2(야적장))",573-879,(주)세아엘앤에스,162115.3634,272795.7962
물류창고업체,영업중,전북특별자치도 군산시 산단로 33 (주)동명스틸 다동 (오식도동),54004,성원물류,162163.0053,272286.1103
물류창고업체,영업중,전북특별자치도 군산시 동장산로 267 (소룡동),54006,지에스비주식회사,162442.0561,274750.1832
물류창고업체,영업중,"전북특별자치도 군산시 새만금북로 437, 군산산업전시관,물류지원센터,GSCO (오식도동)",54004,포엑스무역관협동조합,162505.9795,272199.9561
물류창고업체,영업중,경기도 김포시 통진읍 김포대로2435번길 107-21,10029,주식회사 에스제이커뮤니케이션,162683.6066,465686.6813
물류창고업체,영업중,경기도 김포시 월곶면 고정로 79-34,415-872,(주)아시안타이거즈 트랜스팩,162820.3573,469297.4235
물류창고업체,영업중,충청남도 당진시 석문면 산단3로1길 29,31702,(주)현대철강,163211.7306,388340.5294
물류창고업체,영업중,인천광역시 중구 월미로 206 (북성동1가),400-201,(주)예인물류,164568.4109,441865.6828
물류창고업체,영업중,"인천광역시 서구 갑문3로 34, 스카이박스2 (오류동)",22849,쿠팡풀필먼트서비스유한회사(인천5센터),164704.4556,451600.3478
물류창고업체,영업중,"인천광역시 서구 갑문3로 34, 스카이박스2 3층 (오류동)",22849,봄날창고,164704.4556,451600.3478
물류창고업체,영업중,"인천광역시 서구 갑문3로 37, 티제이물류센터4층,사무동3층 (오류동)",22849,케리로지스틱스 주식회사,164722.6906,451390.3508
물류창고업체,영업중,"경기도 김포시 양촌읍 황금로 299, 5층",10049,주식회사 씨제이에스,164780.2891,456553.7605
물류창고업체,영업중,"경기도 김포시 양촌읍 황금로 299, 3,4층",10049,주식회사 모우,164780.2891,456553.7605
물류창고업체,영업중,"경기도 김포시 양촌읍 황금로 299, 6층",10049,제트로직스 주식회사,164780.2891,456553.7605
물류창고업체,영업중,인천광역시 중구 축항대로118번길 114 (항동7가),22353,한성유엔씨(주),164796.3355,438248.0938
물류창고업체,영업중,인천광역시 서구 갑문3로 26 (오류동),22849,(주)다다로지스,164859.3583,451599.9224
물류창고업체,영업중,"인천광역시 서구 갑문3로 26, 1동 (오류동)",22849,씨제이대한통운_서부생수센터,164859.3583,451599.9224
물류창고업체,영업중,인천광역시 서구 갑문3로 26 (오류동),404-170,은산해운항공(주) 경인터미널2,164859.3583,451599.9224
물류창고업체,영업중,"인천광역시 서구 갑문1로 20, 스카이박스1 1층 (오류동)",22849,엔와이국제물류주식회사,164865.7897,451337.5478
물류창고업체,영업중,인천광역시 서구 갑문3로 25 (오류동),22849,주식회사 컬리넥스트마일,164865.8076,451443.0328
물류창고업체,영업중,인천광역시 서구 갑문로 33 (오류동),404-300,은산컨테이너터미널(주)경인지점,165007.7997,451599.407
물류창고업체,영업중,"인천광역시 서구 갑문로 33, 은산컨테이너터미널(주) (오류동)",22849,롯데글로벌로지스(주),165007.7997,451599.407
물류창고업체,영업중,인천광역시 서구 갑문1로 10 (오류동),404-300,은산해운항공(주)경인터미널,165009.4956,451390.3914
물류창고업체,영업중,"인천광역시 서구 갑문1로 10, 은산해운항공(주) (오류동)",22849,씨제이대한통운(주),165009.4956,451390.3914
물류창고업체,영업중,인천광역시 서구 북항로363번길 58 (원창동),22857,주식회사 진성,165139.848,444304.9432
물류창고업체,영업중,인천광역시 서구 갑문로 12 (오류동),22849,대신정기화물자동차 (주),165184.8036,451403.5766
물류창고업체,영업중,인천광역시 서구 갑문로 20 (오류동),22849,엔와이국제물류주식회사,165184.8036,451403.5766
물류창고업체,영업중,"인천광역시 서구 갑문로 20, 1층 (오류동)",22849,디지카고 주식회사,165184.8036,451403.5766
물류창고업체,영업중,"인천광역시 서구 갑문4로 25, 쿠팡 인천메가물류센터 (오류동)",22849,쿠팡풀필먼트서비스유한회사(인천4센터),165187.2694,451598.7074
물류창고업체,영업중,인천광역시 중구 축항대로 100 (항동7가),400-801,씨제이대한통운(주),165233.528,439336.1624
물류창고업체,영업중,인천광역시 중구 축항대로69번길 29 (항동7가),400-800,(주)부신물류,165286.5231,439709.8885
물류창고업체,영업중,인천광역시 서구 북항로363번길 27 (원창동),404-210,ym logis,165307.3306,444731.6738
물류창고업체,영업중,경기도 김포시 통진읍 서암고정로 163,10016,씨제이대한통운(주),165319.1135,466364.8388
물류창고업체,영업중,"인천광역시 중구 월미로 94, 한진 (북성동1가)",22300,(주)에스피씨지에프에스,165412.8416,441920.2361
물류창고업체,영업중,"전북특별자치도 군산시 외항안길 174, 대한통운 (소룡동)",54007,씨제이대한통운(주),165552.7637,274335.2313
물류창고업체,영업중,인천광역시 동구 보세로 105 (주)삼미물류창고 A동 (만석동),22500,(주)동서로지스틱스,165601.1709,442662.6153
물류창고업체,영업중,"인천광역시 서구 경인항대로 7 (오류동, (주)선진오토텍)",22850,(주)선진오토텍,165650.378,450590.2059
물류창고업체,영업중,"인천광역시 서구 정서진로 47, 프린피아 물류센터 4층 (오류동)",22850,(주)엘엑스판토스,165752.155,450788.795
물류창고업체,영업중,인천광역시 서구 정서진로 47 (오류동),22850,(주)에이피로지스틱스,165752.155,450788.795
물류창고업체,영업중,"인천광역시 서구 정서진로 47, 에이피로지스틱스 3층 (오류동)",22850,(주)데코뷰,165752.155,450788.795
물류창고업체,영업중,,,(주)인천크로스독,165793.74,427803.3547
물류창고업체,영업중,,,(주)지앤아이로지텍,165793.74,427803.3547
물류창고업체,영업중,인천광역시 중구 서해대로293번길 117 (항동7가),22336,(주)다해통상,165829.5491,439509.956
물류창고업체,영업중,인천광역시 중구 서해대로293번길 117 (항동7가),400-800,(주)농협물류 인천영업소,165829.5491,439509.956
물류창고업체,영업중,"인천광역시 서구 북항단지로 91, 9층 (원창동)",22856,주식회사 볼드나인,165848.4739,444693.8156
물류창고업체,영업중,"인천광역시 서구 북항단지로 91, 1층 (원창동)",22856,십일번가 주식회사,165848.4739,444693.8156
물류창고업체,영업중,"인천광역시 서구 북항단지로 91, 10층 (원창동)",22856,쿠팡풀필먼트서비스 유한회사,165848.4739,444693.8156
물류창고업체,영업중,"인천광역시 서구 북항단지로 91, 7층 (원창동)",22856,(주)에이씨티앤코아물류,165848.4739,444693.8156
물류창고업체,영업중,"인천광역시 서구 북항단지로 91, 6층 (원창동)",22856,씨케이국제코리아(주),165848.4739,444693.8156
물류창고업체,영업중,인천광역시 동구 보세로 74 (만석동),22500,씨제이대한통운(주),165870.8112,442840.3219
물류창고업체,영업중,"인천광역시 중구 축항대로165번길 15 (항동7가, KCTC인천물류센터)",22336,(주)케이씨티시 인천지점,165882.7965,439433.6224
물류창고업체,영업중,인천광역시 서구 정서진로 51 (오류동),22850,주식회사 슈피겐코리아,165892.6123,450837.6021
물류창고업체,영업중,인천광역시 중구 서해대로179번길 60 (항동7가),22337,한미합판(주),165904.6674,438454.6106
물류창고업체,영업중,"인천광역시 중구 서해대로 113, 송도H로지스 (항동7가)",22342,쿠팡풀필먼트서비스 유한회사,166006.1044,437594.8269
물류창고업체,영업중,인천광역시 서구 정서진4로 28 (오류동),22850,삼영물류(주)청라물류센터,166010.2657,450510.6296
물류창고업체,영업중,인천광역시 서구 북항로 285 (원창동),22856,(주)피디케이이엔티,166037.2302,444827.1464
물류창고업체,영업중,인천광역시 서구 북항로 285 (원창동),22856,에이치2인천북항물류 주식회사,166037.2302,444827.1464
물류창고업체,영업중,"인천광역시 중구 축항대로165번길 20, 물류센터 (항동7가)",22335,쿠팡풀필먼트서비스 유한회사,166045.3665,439164.8529
물류창고업체,영업중,"인천광역시 서구 북항단지로101번길 10, 외 3필지 (원창동)",22856,쿠팡로지스틱스서비스 유한회사,166051.3249,444692.6869
물류창고업체,영업중,"인천광역시 서구 북항단지로101번길 10, 외3필지 (원창동)",22856,디에스브이솔류션스 주식회사,166051.3249,444692.6869
물류창고업체,영업중,인천광역시 중구 서해대로 135 (항동7가),400-037,롯데글로벌로지스(주),166098.0169,437753.455
물류창고업체,영업중,인천광역시 서구 북항로 277 (원창동),22856,에이치인천북항물류 주식회사,166103.9271,444827.9287
물류창고업체,영업중,인천광역시 서구 북항로 277 (원창동),22856,에스지씨이앤씨 주식회사,166103.9271,444827.9287
물류창고업체,영업중,인천광역시 서구 북항단지로 110 (원창동),22856,에스지씨이앤씨 주식회사,166119.9504,444413.6562
물류창고업체,영업중,인천광역시 서구 북항단지로 110 (원창동),22856,주식회사 한진,166119.9504,444413.6562
물류창고업체,영업중,인천광역시 중구 축항대로 202 (항동7가),22337,한국물류창고,166131.0812,438842.044
물류창고업체,영업중,인천광역시 동구 보세로 54 (만석동),22500,동현,166151.8464,442793.5908
물류창고업체,영업중,"인천광역시 중구 서해대로 143, 3층 (항동7가)",22342,씨제이대한통운(주),166169.1087,437892.035
물류창고업체,영업중,"인천광역시 중구 서해대로 143, 4층 (항동7가)",22342,씨제이대한통운,166169.1087,437892.035
물류창고업체,영업중,"인천광역시 중구 서해대로 143, 5층 (항동7가)",22342,씨제이대한통운 주식회사,166169.1087,437892.035
물류창고업체,영업중,"인천광역시 중구 서해대로 143, 항동드림물류센터 2층 (항동7가)",22342,한국일본통운(주),166169.1087,437892.035
물류창고업체,영업중,인천광역시 서구 북항로 271 (원창동),22856,에스지씨이앤씨 주식회사,166170.577,444828.7749
물류창고업체,영업중,충청남도 당진시 남부로 56 (채운동),31783,씨제이대한통운(주),166247.6578,375880.9064
물류창고업체,영업중,인천광역시 서구 북항단지로123번길 12 (원창동),22856,주식회사 샤인스카이,166255.3817,444598.2035
물류창고업체,영업중,"인천광역시 서구 북항로245번길 12, 2층 (원창동)",22856,주식회사 홍천로지스,166299.3066,444830.4061
물류창고업체,영업중,인천광역시 서구 정서진7로 18 (오류동),22850,주식회사 덕양유엘씨부산,166403.8473,450740.3292
물류창고업체,영업중,"인천광역시 중구 축항대로296번길 172 (신흥동3가, 신대륙)",22343,(주)비지에프로지스,166493.6724,436923.6367
물류창고업체,영업중,"인천광역시 서구 정서진8로 13 (오류동, (주)세인티앤엘인천아라뱃길물류센터)",22850,(주)세인티앤엘,166505.2396,451022.0698
물류창고업체,영업중,인천광역시 서구 북항로245번길 13-22 (원창동),22856,(주)한익스프레스,166631.8161,444678.4632
물류창고업체,영업중,"인천광역시 중구 서해대로210번길 6, CBRE IM ILC 물류센터 6층 (신흥동3가)",22339,쿠팡로지스틱스서비스 유한회사,166664.6625,438200.5911
물류창고업체,영업중,"인천광역시 중구 서해대로210번길 6, CBRE IM ILC 물류센터 5층 (신흥동3가)",22339,십일번가 주식회사,166664.6625,438200.5911
물류창고업체,영업중,"인천광역시 중구 서해대로210번길 6, CBRE IM ILC 물류센터 7층 (신흥동3가)",22339,쿠팡로지스틱스서비스 유한회사,166664.6625,438200.5911
물류창고업체,영업중,"인천광역시 중구 서해대로210번길 6, CBRE IM ILC 물류센터 7층 (신흥동3가)",22339,롯데글로벌로지스(주),166664.6625,438200.5911
물류창고업체,영업중,"인천광역시 중구 서해대로210번길 6, CBRE IM ILC 물류센터 6층 (신흥동3가)",22339,씨제이대한통운(주),166664.6625,438200.5911
물류창고업체,영업중,인천광역시 서구 길무로 202 (오류동),,경동물류(주),166697.9282,453441.1314
물류창고업체,영업중,인천광역시 서구 길무로 202 (오류동),,합동물류(주),166697.9282,453441.1314
물류창고업체,영업중,,,(주)우인코퍼레이션,166718.1061,444415.0204
물류창고업체,영업중,인천광역시 중구 서해대로293번길 17 (항동7가),22335,삼성전자로지텍주식회사,166769.9529,439094.1775
물류창고업체,영업중,인천광역시 중구 축항대로296번길 145 (신흥동3가),400-103,(주)아이엘씨,166791.6683,437053.611
물류창고업체,영업중,"인천광역시 서구 북항로207번길 55, 주식회사 테일코리아 1동 (원창동)",22856,주식회사 테일코리아,166833.4559,444422.1726
물류창고업체,영업중,인천광역시 서구 북항로206번길 22 (원창동),22853,위킵 주식회사,166875.8316,445229.072
물류창고업체,영업중,인천광역시 중구 축항대로290번길 23 (신흥동3가),22339,(주)SRC,166899.0831,438260.015
물류창고업체,영업중,인천광역시 중구 서해대로 306 (신흥동3가),,신흥물류,167075.3622,439155.5276
물류창고업체,영업중,인천광역시 서구 북항로178번길 46 (원창동),22853,씨제이대한통운 주식회사,167197.1837,445440.1488
물류창고업체,영업중,"인천광역시 서구 북항로178번길 46, 6층 (원창동)",22853,주식회사 엘엑스판토스,167197.1837,445440.1488
물류창고업체,영업중,인천광역시 서구 북항로178번길 46 (원창동),22853,주식회사 파스토,167197.1837,445440.1488
물류창고업체,영업중,"인천광역시 서구 북항로178번길 46, 6,7층 (원창동)",22853,주식회사 에이씨지로지스,167197.1837,445440.1488
물류창고업체,영업중,"인천광역시 서구 북항로120번길 55, 외 5필지 (원창동)",22853,쿠팡풀필먼트서비스 유한회사,167198.0187,445636.1552
물류창고업체,영업중,"인천광역시 서구 소담1로 16, 에이치와이 냉동 (금곡동)",22648,지케이에코파워 주식회사,167284.7157,456412.6979
물류창고업체,영업중,"인천광역시 서구 북항로 28-23, 인천 남청라 복합물류단지 (원창동)",22853,주식회사 엘엑스판토스,167380.2393,445439.5239
물류창고업체,영업중,인천광역시 서구 북항로 28-23 (원창동),22853,쿠팡풀필먼트서비스 유한회사_인천13센터,167380.2393,445439.5239
물류창고업체,영업중,"인천광역시 서구 북항로 144, 3층 (원창동)",22853,위킵 주식회사,167411.4815,445061.381
물류창고업체,영업중,인천광역시 서구 북항로120번길 99 (원창동),22853,(주)부신물류,167580.974,445990.0252
물류창고업체,영업중,인천광역시 중구 인항로 39 (신흥동3가),400-103,(주)한진,167652.5491,439632.99
물류창고업체,영업중,"인천광역시 서구 원석로 196, 8층 (원창동)",22769,씨제이대한통운 주식회사,168305.2814,445798.4928
물류창고업체,영업중,"인천광역시 서구 원석로 196, 9층 (원창동)",22769,윤형풍국제무역주식회사,168305.2814,445798.4928
물류창고업체,영업중,"인천광역시 서구 원석로 196, 6층 (원창동)",22769,씨제이대한통운 주식회사,168305.2814,445798.4928
물류창고업체,영업중,"인천광역시 서구 원석로 196, 7층 (원창동)",22769,LX판토스,168305.2814,445798.4928
물류창고업체,영업중,"인천광역시 서구 원석로 196, 8층 (원창동)",22769,(주)와이피케이로직스,168305.2814,445798.4928
물류창고업체,영업중,인천광역시 서구 원석로 196 (원창동),22769,(주)굿스플로,168305.2814,445798.4928
물류창고업체,영업중,"인천광역시 서구 원석로 196, 7층 (원창동)",22769,쿠팡로지스틱스서비스 유한회사,168305.2814,445798.4928
물류창고업체,영업중,인천광역시 서구 북항로32번안길 105 (원창동),22769,주식회사 성현물류,168367.1254,445575.4012
물류창고업체,영업중,인천광역시 서구 북항로45번길 75 (석남동),22769,주식회사 부광로지스,168427.8936,444259.751
물류창고업체,영업중,전북특별자치도 군산시 공항로 587 (개사동),54168,(주)한진,168593.9131,270985.67
물류창고업체,영업중,"인천광역시 서구 중봉대로393번길 25, 외 1필지 (원창동)",22769,쿠팡로지스틱스서비스 유한회사,168610.7773,445805.8188
물류창고업체,영업중,인천광역시 서구 중봉대로393번길 19 (원창동),22769,쿠팡로지스틱스서비스 유한회사,168677.88,445777.5275
물류창고업체,영업중,"인천광역시 서구 원전로 54, 도림주철관공업(주) (경서동)",22745,(주)셀프스토리지인천센터,168755.0087,449918.0241
물류창고업체,영업중,인천광역시 서구 중봉대로 244 (석남동),22772,동원물류,168885.9145,444382.1148
물류창고업체,영업중,"인천광역시 서구 건지로 84, 1층 (가좌동)",22843,주식회사 팀프레시,169054.5026,444074.9924
물류창고업체,영업중,인천광역시 서구 건지로 100 (가좌동),404-811,삼영물류(주),169288.2276,444111.486
물류창고업체,영업중,인천광역시 서구 한서로53번길 2 (백석동),22672,(주)로젠택배,169556.3376,453062.1829
물류창고업체,영업중,인천광역시 서구 백범로910번길 23 (가좌동),22845,주식회사 디와이물류,169629.478,443042.6808
물류창고업체,영업중,"인천광역시 미추홀구 염전로144번길 25, 도화물류센터 (도화동)",22110,쿠팡로지스틱스서비스 유한회사,169728.3129,441805.5308
물류창고업체,영업중,"인천광역시 미추홀구 염전로144번길 25, 도화물류센터 (도화동)",22110,쿠팡로지스틱스서비스 유한회사,169728.3129,441805.5308
물류창고업체,영업중,"인천광역시 미추홀구 염전로144번길 25, 도화물류센터 (도화동)",22110,(주)지에스네트웍스,169728.3129,441805.5308
물류창고업체,영업중,인천광역시 서구 백범로910번길 20 (가좌동),22845,패스트박스(주)_송림센터(C동),169752.7178,442998.0438
물류창고업체,영업중,인천광역시 서구 백범로910번길 26 (가좌동),22845,패스트박스(주)_송림센터(D동),169770.215,443050.7657
물류창고업체,영업중,인천광역시 서구 봉수대로 151 (가좌동),22845,"패스트박스(주)_송림센터(A,B동)",169825.3718,443102.8557
물류창고업체,영업중,인천광역시 서구 봉수대로 121 (가좌동),22845,오뚜기물류서비스(주),169863.3423,442787.1008
물류창고업체,영업중,"인천광역시 서구 거북로 13, 인천 석남동 에스앤케이 복합물류센터 5층 (석남동)",22793,씨제이대한통운(주),170061.2577,444768.1444
물류창고업체,영업중,"인천광역시 서구 거북로 13, 인천 석남동 에스앤케이 복합물류센터 (석남동)",22793,쿠팡풀필먼트서비스 유한회사,170061.2577,444768.1444
물류창고업체,영업중,"인천광역시 서구 봉수대로 370, 인천 석남 혁신물류센터 A동 1층 (석남동)",22788,쿠팡풀필먼트서비스 유한회사_인천43센터,170127.0956,445155.282
물류창고업체,영업중,충청남도 당진시 송산면 석문방조제로 530,31709,(주)삼일 당진지점,170875.3311,386803.14
물류창고업체,영업중,충청남도 서천군 장항읍 장산로 149,325-903,한솔로지스틱스 주식회사,170997.9534,278948.3043
물류창고업체,영업중,충청남도 당진시 송산면 석문방조제로 532-9,31709,(주)삼일당진지점,170998.9606,386860.7275
물류창고업체,영업중,전라남도 나주시 동수농공단지길 62-237 (운곡동),520-320,(주)비지에프로지스,171001.496,165627.9912
물류창고업체,영업중,충청남도 당진시 송산면 참샘물길 19,31709,민우개발 주식회사,171137.8254,385570.523
물류창고업체,영업중,충청남도 서천군 장항읍 신창서로 33,33664,한솔로지스유 주식회사,171611.4206,279090.5331
물류창고업체,영업중,인천광역시 서구 백범로698번길 16 (가좌동),,(주)비티엑스코리아,171812.4945,442353.0327
물류창고업체,영업중,인천광역시 서구 가좌로 59 (가좌동),22829,키움로지스틱스일반사모부동산투자신탁제3호,171839.9336,441943.7279
물류창고업체,영업중,"인천광역시 서구 열우물로 243, 패스트박스 인천 가재울센터 (가좌동)",22825,패스트박스(주)_가재울센터,171933.7061,442396.7862
물류창고업체,영업중,충청남도 당진시 송산면 가곡로 21 (현대글로비스),31710,현대글로비스 주식회사,172031.9911,386111.5164
물류창고업체,영업중,인천광역시 서구 백범로603번길 40 (주)귀뚜라미가스보일러 (가좌동),22830,(주)귀뚜라미홈시스,172084.0832,441455.8469
물류창고업체,영업중,"경기도 파주시 문발로 77, 북센 (문발동)",10881,주식회사 웅진 북센,172189.8948,466716.182
